Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
WASHINGTON BL ,AT,LOS ANGELES ST,MAN,CR,2015-11-10T00:00:00,TUE,14044,13498,0.0,0.0,27542
BECK AV,AT,BURBANK BL,MAN,EV,2015-11-10T00:00:00,TUE,0.0,0.0,378,343,721
BURBANK BL,AT,BECK AV,MAN,EV,2015-11-10T00:00:00,TUE,12810,17886,0.0,0.0,30696
VAN NOORD AV,AT,VENTURA BL,MAN,EV,2015-11-10T00:00:00,TUE,0.0,0.0,1142,0.0,1142
VENTURA BL,AT,VAN NOORD AV,MAN,EV,2015-11-10T00:00:00,TUE,14751,15672,0.0,0.0,30423
JASMINE AV,AT,PALMS BL,MAN,WR,2015-11-10T00:00:00,TUE,0.0,0.0,745,294,1039
PALMS BL,AT,JASMINE AV,MAN,WR,2015-11-10T00:00:00,TUE,13327,16180,0.0,0.0,29507
BONNIE BRAE ST,AT,JAMES M WOOD BL,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,1090,1180,2270
JAMES M WOOD BL,AT,BONNIE BRAE ST,MAN,CR,2015-11-10T00:00:00,TUE,4127,6561,0.0,0.0,10688
OLIVE ST,AT,7th ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,13120,0.0,13120
7th ST,AT,OLIVE ST,MAN,CR,2015-11-10T00:00:00,TUE,8272,6185,0.0,0.0,14457
WILSON ST,AT,OLYMPIC BL   ,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,1497,0.0,1497
OLYMPIC BL,AT,WILSON ST,MAN,CR,2015-11-10T00:00:00,TUE,16443,15494,0.0,0.0,31937
LEMON ST,AT,OLYMPIC BL   ,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,155,1539,1694
OLYMPIC BL,AT,LEMON ST,MAN,CR,2015-11-10T00:00:00,TUE,15642,10352,0.0,0.0,25994
MATEO ST   (NORTH JOG),AT,PALMETTO ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,3932,3147,7079
PALMETTO ST,AT,MATEO ST   (NORTH JOG),MAN,CR,2015-11-10T00:00:00,TUE,14,1340,0.0,0.0,1354
SANTA FE AV,AT,WILLOW ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,6028,3440,9468
WILLOW ST,AT,SANTA FE AV,MAN,CR,2015-11-10T00:00:00,TUE,2,621,0.0,0.0,623
LOS ANGELES St,AT,18th ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,7226,4716,11942
18th ST,AT,LOS ANGELES ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,11635,0.0,0.0,11635
LOS ANGELES ST,AT,10 FWY E/B ON RAMP,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,15898,7579,23477
10 FWY E/B ON AND OFF RAMP,AT,PORTER ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,7,5638,5645
PORTER ST,AT,10 FWYE/B ON AND OFF ARMP,MAN,CR,2015-11-10T00:00:00,TUE,6326,3899,0.0,0.0,10225
10 FWY W/B ON AND OFF RAMP,AT,8th ST,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,7732,0.0,7732
8th ST,AT,10 FWY W/B ON AND OFF RAMP,MAN,CR,2015-11-10T00:00:00,TUE,6373,3993,0.0,0.0,10366
NAOMI AV,N/O,ADAMS BL,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,1040,926,1966
NAOMI AV,S/O,ADAMS BL,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,731,463,1194
ADAMS BL,W/O,NAOMI AV,AUTO,CR,2015-11-10T00:00:00,TUE,5331,5602,0.0,0.0,10933
ADAMS BL,E/O,NAOMI AV,AUTO,CR,2015-11-10T00:00:00,TUE,5360,5727,0.0,0.0,11087
ORANGE DR,N/O,8th ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,501,406,907
ORANGE DR,S/O,8th ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,190,285,475
8th ST,W/O,ORANGE DR,AUTO,HW,2015-11-10T00:00:00,TUE,2099,2051,0.0,0.0,4150
8th ST,E/O,ORANGE DR,AUTO,HW,2015-11-10T00:00:00,TUE,1778,1959,0.0,0.0,3737
WINDSOR BL,N/O,10th ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,679,488,1167
WINDSOR BL,S/O,10th ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,649,478,1127
10th ST,W/O,WINDSOR BL,AUTO,HW,2015-11-10T00:00:00,TUE,129,94,0.0,0.0,223
10th ST,E/O,WINDSOR BL,AUTO,HW,2015-11-10T00:00:00,TUE,111,56,0.0,0.0,167
MATEO ST     ,N/O,PALMETTO ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,3655,3918,7573
MATEO ST,S/O,PALMETTO ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,4167,4056,8223
PALMETTO ST,W/O,MATEO ST     ,AUTO,CR,2015-11-10T00:00:00,TUE,1625,1254,0.0,0.0,2879
PALMETTO ST,E/O,MATEO ST,AUTO,CR,2015-11-10T00:00:00,TUE,262,245,0.0,0.0,507
ALSACE AV,S/O,21st ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,107,98,205
21st ST,W/O,ALSACE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1310,988,0.0,0.0,2298
21st ST,E/O,ALSACE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1320,921,0.0,0.0,2241
ALSACE AV,N/O,BANGOR ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,93,89,182
ALSACE AV,S/O,BANGOR ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,114,94,208
BANGOR ST,W/O,ALSACE AV,AUTO,HW,2015-11-10T00:00:00,TUE,665,611,0.0,0.0,1276
BANGOR ST,E/O,ALSACE AV,AUTO,HW,2015-11-10T00:00:00,TUE,691,702,0.0,0.0,1393
AVE OF THE STARS N/B,S/O,CONSTELLATION BL,AUTO,WR,2015-11-10T00:00:00,TUE,0.0,0.0,14543,0.0,14543
AVE OF THE STARS S/B,S/O,CONSTELLATION BL,AUTO,WR,2015-11-10T00:00:00,TUE,0.0,0.0,0.0,10304,10304
YALE ST,N/O,COLLEGE ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,1350,1297,2647
YALE ST,S/O,COLLEGE ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,1848,1829,3677
COLLEGE ST,W/O,YALE ST,AUTO,CR,2015-11-10T00:00:00,TUE,4813,4469,0.0,0.0,9282
COLLEGE ST,E/O,YALE ST,AUTO,CR,2015-11-10T00:00:00,TUE,4936,4572,0.0,0.0,9508
SYCAMORE AV,N/O,LEXINGTON AV,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,828,750,1578
SYCAMORE AV,S/O,LEXINGTON AV,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,982,556,1538
LEXINGTON AV,W/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1816,1777,0.0,0.0,3593
LEXINGTON AV,E/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1767,2023,0.0,0.0,3790
SYCAMORE AV,N/O,ROMAINE ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,1057,1014,2071
SYCAMORE AV,S/O,ROMAINE ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,571,1413,1984
ROMAINE ST,W/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1918,2165,0.0,0.0,4083
ROMAINE ST,E/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,2489,1671,0.0,0.0,4160
ALAMEDA ST,N/O,48th PL,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,11150,11159,22309
ALAMEDA ST,S/O,48th PL,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,11262,11410,22672
48th PL,W/O,ALAMEDA ST,AUTO,CR,2015-11-10T00:00:00,TUE,812,990,0.0,0.0,1802
SUNSET BL,N/O,EVERETT ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,18488,19359,37847
SUNSET BL,S/O,EVERETT ST,AUTO,CR,2015-11-10T00:00:00,TUE,0.0,0.0,18575,19289,37864
BOYLSTON ST   ,W/O,SUNSET BL,AUTO,CR,2015-11-10T00:00:00,TUE,575,256,0.0,0.0,831
EVERETT ST,E/O,SUNSET BL,AUTO,CR,2015-11-10T00:00:00,TUE,968,893,0.0,0.0,1861
PREUSS RD,N/O,GUTHRIE AV,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,249,455,704
PREUSS RD,S/O,GUTHRIE AV,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,273,753,1026
GUTHRIE AV,W/O,PREUSS RD,AUTO,HW,2015-11-10T00:00:00,TUE,599,1505,0.0,0.0,2104
GUTHRIE AV,E/O,PREUSS RD,AUTO,HW,2015-11-10T00:00:00,TUE,618,1265,0.0,0.0,1883
IRVING BL,N/O,4th ST,AUTO,WR,2015-11-10T00:00:00,TUE,0.0,0.0,732,1065,1797
IRVING BL,S/O,4th ST,AUTO,WR,2015-11-10T00:00:00,TUE,0.0,0.0,796,1077,1873
4th ST,W/O,IRVING BL,AUTO,WR,2015-11-10T00:00:00,TUE,907,712,0.0,0.0,1619
4th ST,E/O,IRVING BL,AUTO,WR,2015-11-10T00:00:00,TUE,759,571,0.0,0.0,1330
SYCAMORE AV,S/O,21st ST,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,174,232,406
21st ST,W/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1404,1034,0.0,0.0,2438
21st ST,E/O,SYCAMORE AV,AUTO,HW,2015-11-10T00:00:00,TUE,1397,1006,0.0,0.0,2403
BURNSIDE AV,N/O,WASHINGTON BL,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,455,525,980
BURNSIDE AV,S/O,WASHINGTON BL,AUTO,HW,2015-11-10T00:00:00,TUE,0.0,0.0,517,560,1077
WASHINGTON BL,W/O,BURNSIDE AV,AUTO,HW,2015-11-10T00:00:00,TUE,12761,11134,0.0,0.0,23895
WASHINGTON BL,E/O,BURNSIDE AV,AUTO,HW,2015-11-10T00:00:00,TUE,12720,10983,0.0,0.0,23703
GRAND VIEW ST,AT,JAMES M WOOD BL,MAN,CR,2015-11-10T00:00:00,TUE,0.0,0.0,2162,1199,3361
JAMES M WOOD BL,AT,GRAND VIEW ST,MAN,CR,2015-11-10T00:00:00,TUE,1006,1123,0.0,0.0,2129
INGLEWOOD BL,AT,BEATRICE ST,MAN,WR,2015-11-10T00:00:00,TUE,0.0,0.0,10089,9259,19348
BEATRICE ST,AT,INGLEWOOD BL,MAN,WR,2015-11-10T00:00:00,TUE,287,301,0.0,0.0,588
WOODLEY AV,AT,SHERMAN WAY,MAN,WV,2015-11-11T00:00:00,WED,0.0,0.0,14241,15094,29335
SHERMAN WAY,AT,WOODLEY AV,MAN,WV,2015-11-11T00:00:00,WED,26280,27958,0.0,0.0,54238
MAPLE AV,AT,32nd ST,MAN,CR,2015-11-11T00:00:00,WED,0.0,0.0,3382,2822,6204
32nd ST,AT,MAPLE AV,MAN,CR,2015-11-11T00:00:00,WED,736,618,0.0,0.0,1354
MAIN ST,N/O,43rd ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,9298,9666,18964
MAIN ST,S/O,43rd ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,9407,9754,19161
43rd ST,W/O,MAIN ST,AUTO,CR,2015-11-12T00:00:00,THU,718,672,0.0,0.0,1390
43rd ST,E/O,MAIN ST,AUTO,CR,2015-11-12T00:00:00,THU,720,634,0.0,0.0,1354
TRINITY ST,N/O,ADAMS BL,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,1036,798,1834
TRINITY ST,S/O,ADAMS BL,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,1495,980,2475
ADAMS BL,W/O,TRINITY ST,AUTO,CR,2015-11-12T00:00:00,THU,8270,8676,0.0,0.0,16946
ADAMS BL,E/O,TRINITY ST,AUTO,CR,2015-11-12T00:00:00,THU,8154,8948,0.0,0.0,17102
5th AV,N/O,25th ST,AUTO,HW,2015-11-12T00:00:00,THU,0.0,0.0,117,112,229
5th AV,S/O,25th ST,AUTO,HW,2015-11-12T00:00:00,THU,0.0,0.0,193,175,368
25th ST,W/O,5th AV,AUTO,HW,2015-11-12T00:00:00,THU,951,790,0.0,0.0,1741
25th ST,E/O,5tH AV,AUTO,HW,2015-11-12T00:00:00,THU,1056,931,0.0,0.0,1176
5th AV,N/O,74th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,678,538,1216
5th AV,S/O,74th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,578,487,1065
74th ST,W/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,265,254,0.0,0.0,519
74th ST,E/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,295,239,0.0,0.0,534
9th AV,N/O,48th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,309,462,771
9th AV,S/O,48th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,217,335,552
48th ST,W/O,9th AV,AUTO,SR,2015-11-12T00:00:00,THU,5626,5131,0.0,0.0,10757
48th ST,E/O,9th AV,AUTO,SR,2015-11-12T00:00:00,THU,5631,5102,0.0,0.0,10733
VERMONT AV,N/O,37th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,16277,14270,30547
VERMONT AV,S/O,37th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,16606,14646,31252
37th PL,W/O,VERMONT AV,AUTO,SR,2015-11-12T00:00:00,THU,854,959,0.0,0.0,1813
NORMANDIE AV,N/O,223rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,8376,8185,16561
NORMANDIE AV,S/O,223rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,8747,8916,17663
223rd ST,W/O,NORMANDIE AV,AUTO,SR,2015-11-12T00:00:00,THU,11421,11488,0.0,0.0,22909
223rd ST,E/O,NORMANDIE AV,AUTO,SR,2015-11-12T00:00:00,THU,12062,11669,0.0,0.0,23731
FLOWER ST,N/O,67th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,0.0,828,828
FLOWER ST,S/O,67th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,0.0,808,808
67th ST,W/O,FLOWER ST,AUTO,SR,2015-11-12T00:00:00,THU,1088,857,0.0,0.0,1945
67th st,E/O,FLOWER ST,AUTO,SR,2015-11-12T00:00:00,THU,1133,870,0.0,0.0,2003
ASCOT AV,N/O ,56t ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,314,304,618
ASCOT AV,S/O,56th ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,224,192,416
56th ST,W/O,ASCOT AV,AUTO,CR,2015-11-12T00:00:00,THU,504,561,0.0,0.0,1065
56th ST,E/O,ASCOT AV,AUTO,CR,2015-11-12T00:00:00,THU,306,414,0.0,0.0,720
9th AV,N/O,25th ST,AUTO,HW,2015-11-12T00:00:00,THU,0.0,0.0,31,34,65
9th AV,S/O,25th ST,AUTO,HW,2015-11-12T00:00:00,THU,0.0,0.0,142,127,269
25th ST,W/O,9th AV,AUTO,HW,2015-11-12T00:00:00,THU,540,436,0.0,0.0,976
25th ST,E/O,9th AV,AUTO,HW,2015-11-12T00:00:00,THU,536,444,0.0,0.0,980
CENTINELA AV,AT,PALMS BL,MAN,WR,2015-11-12T00:00:00,THU,0.0,0.0,18965,19035,38000
PALMS BL,AT,CENTINELA AV,MAN,WR,2015-11-12T00:00:00,THU,6307,9315,0.0,0.0,15622
ORO VISTA AV,AT,FOOTHILL BL   ,MAN,EV,2015-11-12T00:00:00,THU,0.0,0.0,1408,3222,4630
FOOTHILL BL ,AT,ORO VISTA AV,MAN,EV,2015-11-12T00:00:00,THU,18894,18718,0.0,0.0,37612
LUCILE AV,AT,MARATHON ST,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,3050,1466,4516
MARATHON ST,AT,LUCILE AV,MAN,HW,2015-11-12T00:00:00,THU,1372,26,0.0,0.0,1398
NORMANDIE AV,AT,MONROE ST,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,11355,9616,20971
MONROE ST,AT,NORMANDIE AV,MAN,HW,2015-11-12T00:00:00,THU,867,0.0,0.0,0.0,867
HOPE ST,AT,1st ST,MAN,CR,2015-11-12T00:00:00,THU,0.0,0.0,7128,7842,14970
1st ST,AT,HOPE ST,MAN,CR,2015-11-12T00:00:00,THU,13907,15860,0.0,0.0,29767
STADIUM WAY,AT,ACADEMY RD EAST,MAN,CR,2015-11-12T00:00:00,THU,0.0,0.0,0.0,16897,16897
ACADEMY RD EAST,AT,STADIUM WAY,MAN,CR,2015-11-12T00:00:00,THU,3191,7196,0.0,,10387
NORMANDIE AV,AT,SANTA MONICA BL,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,5743,7428,13171
SANTA MONICA BL,AT,NORMANDIE AV,MAN,HW,2015-11-12T00:00:00,THU,11900,13637,0.0,0.0,25537
VERMONT AV,N/O,37th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,16277,14270,30547
VERMONT AV,S/O,37th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,16606,14646,31252
37th PL,W/O,VERMONT AV,AUTO,SR,2015-11-12T00:00:00,THU,854,959,0.0,0.0,1813
FLOWER ST,N/O,67th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,0.0,828,828
FLOWER ST,S/O,67th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,0.0,808,808
67th ST,W/O,FLOWER ST,AUTO,SR,2015-11-12T00:00:00,THU,1088,857,0.0,0.0,1945
67tH ST,E/O,FLOWER ST,AUTO,SR,2015-11-12T00:00:00,THU,1133,870,0.0,0.0,2003
BUDLONG AV,N/O,65th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,905,915,1820
BUDLONG AV,S/O,65th PL,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,761,838,1599
65th PL,W/O,BUDLONG AV,AUTO,SR,2015-11-12T00:00:00,THU,314,287,0.0,0.0,601
65th PL,E/O,BUDLONG AV,AUTO,SR,2015-11-12T00:00:00,THU,336,238,0.0,0.0,574
CROESUS AV,N/O,97th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,352,315,667
97th ST,W/O,CROESUS AV,AUTO,SR,2015-11-12T00:00:00,THU,2128,2058,0.0,0.0,4186
97th ST,E/O,CROESUS AV,AUTO,SR,2015-11-12T00:00:00,THU,1697,1497,0.0,0.0,3194
10th AV,N/O,57th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,416,487,903
10th AV,S/O,57th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,606,440,1046
57th ST,W/O,10th AV,AUTO,SR,2015-11-12T00:00:00,THU,698,597,0.0,0.0,1295
57th ST,E/O,10th AV,AUTO,SR,2015-11-12T00:00:00,THU,461,559,0.0,0.0,1020
CENTRAL AV,N/O,105th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,18606,18010,36616
CENTRAL AV,S/O,105th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,18073,17371,35444
105th ST,W/O,CENTRAL AV,AUTO,SR,2015-11-12T00:00:00,THU,366,315,0.0,0.0,681
105th ST,E/O,CENTRAL AV,AUTO,SR,2015-11-12T00:00:00,THU,514,525,0.0,0.0,1039
CENTRAL AV,N/O,87th PL,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,11920,12436,24356
CENTRAL AV,S/O,87th PL,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,12047,12612,24659
87th PL,W/O,CENTRAL AV,AUTO,CR,2015-11-12T00:00:00,THU,421,345,0.0,0.0,766
87th PL,E/O,CENTRAL AV,AUTO,CR,2015-11-12T00:00:00,THU,273,205,0.0,0.0,478
7th AV,N/O,73rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,408,382,790
7th AV,S/O,73rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,456,337,793
73rd ST,W/O,7th AV,AUTO,SR,2015-11-12T00:00:00,THU,419,183,0.0,0.0,602
73rd ST,E/O,7th AV,AUTO,SR,2015-11-12T00:00:00,THU,379,198,0.0,0.0,577
5th AV,N/O,73rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,776,575,1351
5th AV,S/O,73rd ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,738,664,1402
73rd ST,W/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,354,171,0.0,0.0,525
73rd ST,E/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,427,167,0.0,0.0,594
WESTERN AV,N/O,94th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,14835,13496,28331
WESTERN AV,S/O,94th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,15028,13711,28739
94th ST,W/O,WESTERN AV,AUTO,SR,2015-11-12T00:00:00,THU,1129,1081,0.0,0.0,2210
94th ST,E/O,WESTERN AV,AUTO,SR,2015-11-12T00:00:00,THU,420,502,0.0,0.0,922
WESTERN AV,N/O,49th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,17211,17372,34583
WESTERN AV,S/O,49th ST,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,16681,16622,33303
49th ST,W/O,WESTERN AV,AUTO,SR,2015-11-12T00:00:00,THU,389,340,0.0,0.0,729
49th ST,E/O,WESTERN AV,AUTO,SR,2015-11-12T00:00:00,THU,359,475,0.0,0.0,834
ORCHARD AV,N/O,29th ST   ,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,496,471,967
ORCHARD AV,S/O,29th ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,1321,824,2145
29th ST   ,W/O,ORCHARD AV,AUTO,CR,2015-11-12T00:00:00,THU,2067,1942,0.0,0.0,4009
29th ST,E/O,ORCHARD AV,AUTO,CR,2015-11-12T00:00:00,THU,1920,2242,0.0,0.0,4162
WILSON ST,S/O,OLYMPIC BL   ,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,1054,406,1460
OLYMPIC BL,W/O,WILSON ST,AUTO,CR,2015-11-12T00:00:00,THU,15878,15969,0.0,0.0,31847
OLYMPIC BL,E/O,WILSON ST,AUTO,CR,2015-11-12T00:00:00,THU,16162,16837,0.0,0.0,32999
VERNON AV,E/O,COMPTON AV,AUTO,CR,2015-11-12T00:00:00,THU,8314,8324,0.0,0.0,16638
VERNON AV,W/O,LONG BEACH AV,AUTO,CR,2015-11-12T00:00:00,THU,8175,8035,0.0,0.0,16210
AVALON BL,N/O,90th ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,10197,9030,19227
AVALON BL,S/O,90th ST,AUTO,CR,2015-11-12T00:00:00,THU,0.0,0.0,10088,8680,18768
90th ST,W/O,AVALON BL,AUTO,CR,2015-11-12T00:00:00,THU,375,351,0.0,0.0,726
90th ST,E/O,AVALON BL,AUTO,CR,2015-11-12T00:00:00,THU,430,220,0.0,0.0,650
5th AV,N/O,SLAUSON AV,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,604,459,1063
5th AV,S/O,SLAUSON AV,AUTO,SR,2015-11-12T00:00:00,THU,0.0,0.0,274,239,513
SLAUSON AV,W/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,14815,16014,0.0,0.0,30829
SLAUSON AV,E/O,5th AV,AUTO,SR,2015-11-12T00:00:00,THU,14574,15772,0.0,0.0,30346
3rd AV,S/O,JEFFERSON BL,AUTO,HW,2015-11-12T00:00:00,THU,0.0,0.0,347,403,750
JEFFERSON BL,W/O,3rd AV,AUTO,HW,2015-11-12T00:00:00,THU,11434,11236,0.0,0.0,22670
JEFFERSON BL,E/O,3rd AV,AUTO,HW,2015-11-12T00:00:00,THU,11514,11157,0.0,0.0,22671
JAMES M WOOD BL,AT,FRANCISCO ST,MAN,CR,2015-11-12T00:00:00,THU,0.0,15242,0.0,0.0,
VIRGIL AV,AT,WILLOW BROOK AV,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,10648,11306,21954
WILLOW BROOK AV,AT,VIRGIL AV,MAN,HW,2015-11-12T00:00:00,THU,447,498,0.0,0.0,945
NORMANDIE AV,AT,ROMAINE ST,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,4792,8589,13381
ROMAINE ST,AT,NORMANDIE AV,MAN,HW,2015-11-12T00:00:00,THU,1060,785,0.0,0.0,1845
LYMAN PL ,AT,FOUNTAIN AV,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,0.0,1276,1276
FOUNTAIN AV,AT,LYMAN PL,MAN,HW,2015-11-12T00:00:00,THU,8086,10225,0.0,0.0,18311
VIRGIL AV,AT,5th ST,MAN,HW,2015-11-12T00:00:00,THU,0.0,0.0,11026,14659,25685
5th ST,AT,VIRGIL AV,MAN,HW,2015-11-12T00:00:00,THU,1213,1208,0.0,0.0,2421
GULANA AV,AT,MANCHESTER AV,MAN,WR,2015-11-12T00:00:00,THU,0.0,0.0,837,244,1081
MANCHESTER AV,AT,GULANA AV,MAN,WR,2015-11-12T00:00:00,THU,4780,8782,0.0,0.0,13562
TUSCANY AV,AT,MANCHESTER AV,MAN,WR,2015-11-12T00:00:00,THU,0.0,0.0,682,458,1140
MANCHESTER AV,AT,TUSCANY AV,MAN,WR,2015-11-12T00:00:00,THU,5826,5060,0.0,0.0,10886
THATCHER AV,AT,WASHINGTON BL,MAN,WR,2015-11-12T00:00:00,THU,0.0,0.0,665,59,724
WASHINGTON BL,AT,THATCHER AV,MAN,WR,2015-11-12T00:00:00,THU,16457,16182,0.0,0.0,32639
YALE AV,AT,WASHINGTON BL,MAN,WR,2015-11-12T00:00:00,THU,0.0,0.0,350,0.0,350
WASHINGTON BL,AT,YALE AV,MAN,WR,2015-11-12T00:00:00,THU,16617,16039,0.0,0.0,32656
WESTERN AV,AT,66th ST,MAN,SR,2015-11-15T00:00:00,SUN,0.0,0.0,9555,9886,19441
66tH ST,AT,WESTERN AV,MAN,SR,2015-11-15T00:00:00,SUN,242,120,0.0,0.0,362
WESTERN AV,AT,49th ST,MAN,SR,2015-11-15T00:00:00,SUN,0.0,0.0,10646,10906,21552
49th ST,AT,WESTERN AV,MAN,SR,2015-11-15T00:00:00,SUN,275,261,0.0,0.0,536
NORMANDIE AV,AT,51st PL,MAN,SR,2015-11-15T00:00:00,SUN,0.0,0.0,9844,9435,19279
51st PL,AT,NORMANDIE AV,MAN,SR,2015-11-15T00:00:00,SUN,287,275,0.0,0.0,562
WESTERN AV,AT,88th ST,MAN,WR,2015-11-15T00:00:00,SUN,0.0,0.0,7962,7764,15726
88th ST,AT,WESTERN AV,MAN,WR,2015-11-15T00:00:00,SUN,0.0,289,0.0,0.0,289
WEST BL,AT,LOMITA ST,AUTO,HW,2015-11-16T00:00:00,MON,0.0,0.0,6339,6117,12456
LOMITA ST,W/O,WEST BL,AUTO,HW,2015-11-16T00:00:00,MON,600,343,0.0,0.0,943
